n,Hannanum,Kkma,Komoran,Mecab,Twitter
1,1.3050000667572021,5.915999889373779,5.05400013923645,0.0019998550415039062,1.1349999904632568
10,0.4570000171661377,0.20299983024597168,3.5190000534057617,0.0010001659393310547,0.4909999370574951
100,0.37400007247924805,0.1979999542236328,5.743000030517578,0.0019998550415039062,0.054000139236450195
1000,1.4790000915527344,1.1299998760223389,5.447000026702881,0.002000093460083008,0.0989999771118164
10000,3.2929999828338623,4.042999982833862,5.211999893188477,0.003000020980834961,0.7680001258850098
100000,14.934999942779541,34.5460000038147,17.698000192642212,0.006999969482421875,2.310999870300293
